img_path,text,writer_id,fold
259/0.jpg,Thân Thượng Yên Thắng Ý Yên Nam Định,259,2
259/1.jpg,Xã Tân Thượng Huyện Văn Bàn Lào Cai,259,2
259/2.jpg,Châu Lý Quỳ Hợp Nghệ An,259,2
259/3.jpg,Nghĩa Hoà Tư Nghĩa Quảng Ngãi,259,2
259/4.jpg,Phường 4 Thành Phố Sa Đéc Đồng Tháp,259,2
259/5.jpg,Ngũ Kiên Vĩnh Tường Vĩnh Phúc,259,2
259/6.jpg,Mỹ Trung Cái Bè Tiền Giang,259,2
259/7.jpg,Thôn 7 Ba Trại Ba Vì Hà Nội,259,2
259/8.jpg,64/48a Hàn Thuyên Phường 42 Tp Vũng Tàu Brvt,259,2
259/9.jpg,15 Trần Hưng Đạo Tiền An Thành Phố Bắc Ninh Bắc Ninh,259,2
259/10.jpg,Cao Xanh Thành Phố Hạ Long Quảng Ninh,259,2
259/11.jpg,2/3 Kp Đồng Nai Hoá An Thành Phố Biên Hoà Đồng Nai,259,2
259/12.jpg,Phú Thượng Thành Phố Huế Thừa Thiên Huế,259,2
259/13.jpg,Tdp Nguyên Xá 7 Minh Khai Bắc Từ Liêm Hà Nội,259,2
259/14.jpg,Vĩnh Ngọc Đông Anh Hà Nội,259,2
259/15.jpg,Khu Vực V Ngã Bảy Thành Phố Ngã Bảy Hậu Giang,259,2
259/16.jpg,453/56 Hoà Hảo Phường 87 Quận 72 Tp Hồ Chí Minh,259,2
259/17.jpg,Thôn Mễ Thượng Yên Phú Yên Mỹ Hưng Yên,259,2
259/18.jpg,Quý Quân Hà Quảng Cao Bằng,259,2
259/19.jpg,Thôn 9 Thị Trấn Ea Súp Ea Súp Đắk Lắk,259,2
259/20.jpg,7 Trần Phú Cương Phường 15 Gò Vấp Tp Hồ Chí Minh,259,2
259/21.jpg,Thanh Lĩnh Huyện Thanh Chương Nghệ An,259,2
259/22.jpg,Số74b/472 Lê Lợi Vĩnh Trại Thành Phố Lạng Sơn Lạng Sơn,259,2
259/23.jpg,Cường Thịnh Trấn Yên Yên Bái,259,2
259/24.jpg,Song Vĩnh Tân Phước Thị Xã Phú Mỹ Bà Rịa Vũng Tàu,259,2
259/25.jpg,Châu Hưng A Vĩnh Lợi Bạc Liêu,259,2
259/26.jpg,Thôn Minh Hồng Nghĩa Lộ Cát Hải Hải Phòng,259,2
193/0.jpg,An Bộ Hiệp Hoà Thị Xã Kinh Môn Hải Dương,193,3
193/1.jpg,Tổ 86 Đề Thám Thành Phố Cao Bằng Cao Bằng,193,3
193/2.jpg,611/4e Phan Đình Phùng P2 Thành Phố Đà Lạt Lâm Đồng,193,3
193/3.jpg,Kp Giang Hải 9 Tt Phan Rí Cửa Tuy Phong Bình Thuận,193,3
193/4.jpg,Phường 18 Quận 1 Hồ Chí Minh,193,3
193/5.jpg,935/61b Trần Quang Diệu P 74 Q 6 Tp Hồ Chí Minh,193,3
193/6.jpg,77/2 Đồng Nai Hoá An Thành Phố Biên Hoà Đồng Nai,193,3
193/7.jpg,Cụm 1 Tdp Hải Lộc Thị Trấn Cát Hải Cát Hải Hải Phòng,193,3
193/8.jpg,Đại Tâm Mỹ Xuyên Sóc Trăng,193,3
193/9.jpg,Yên Sơn Thành Phố Tam Điệp Ninh Bình,193,3
193/10.jpg,Chiềng Khoa Vân Hồ Sơn La,193,3
193/11.jpg,Thôn Hải Phúc 4 Hoằng Thắng Hoằng Hoá Thanh Hoá,193,3
193/12.jpg,Kiến Thành Chợ Mới An Giang,193,3
193/13.jpg,Trung Thôn Nhị Khê Thường Tín Hà Nội,193,3
193/14.jpg,Kp2 Đài Sơn Tp Phan Rang Tháp Chàm Ninh Thuận,193,3
193/15.jpg,Thôn 4 Ia Jơi Ea Súp Đắk Lắk,193,3
193/16.jpg,Tổ 2 Thị Trấn Nam Giang Nam Trực Nam Định,193,3
193/17.jpg,Ấp Hiệp Hoà Hiệp Xương Phú Tân An Giang,193,3
193/18.jpg,425 Tổ 9b Đồng Tâm Hai Bà Trưng Hà Nội,193,3
193/19.jpg,Quảng Định Quảng Xương Thanh Hoá,193,3
193/20.jpg,Tổ 87 Thanh Trì Hoàng Mai Hà Nội,193,3
193/21.jpg,45 Chế Lan Viên Phước Long Nha Trang Khánh Hoà,193,3
193/22.jpg,Nam Thượng Phú Thượng Huế Thừa Thiên Huế,193,3
193/23.jpg,Ấp Hội Thành Tân Hội Mỏ Cày Nam Bến Tre,193,3
193/24.jpg,Thôn 3 Quỳnh Văn Quỳnh Lưu Nghệ An,193,3
193/25.jpg,6 Ngách 64/53 Đặng Thai Mai Quảng An Tây Hồ Hà Nội,193,3
193/26.jpg,Bình Phước Bình Sơn Quảng Ngãi,193,3
258/0.jpg,Tân Sơn Trà Cú Trà Vinh,258,1
258/1.jpg,Châu Hưng Bình Đại Bến Tre,258,1
258/2.jpg,Tdp Cổ Bưu Hương An Thành Phố Huế Thừa Thiên Huế,258,1
258/3.jpg,Ấp 43 Vĩnh Thành Thạnh Trị Sóc Trăng,258,1
258/4.jpg,Park 8 9b6 Ktđc Đông Hội Đông Anh Hà Nội,258,1
258/5.jpg,Thôn Trại Giữa Cẩm Lý Lục Nam Bắc Giang,258,1
258/6.jpg,Tú Sơn Kim Bôi Hoà Bình,258,1
258/7.jpg,Thôn Tân Lập Trung Hoà Chiêm Hoá Tuyên Quang,258,1
258/8.jpg,Thôn Đoàn Kết Bàu Cạn Chư Prông Gia Lai,258,1
258/9.jpg,Diễn Xuân Diễn Châu Nghệ An,258,1
258/10.jpg,Nam Phúc Thăng Cẩm Xuyên Hà Tĩnh,258,1
258/11.jpg,Thôn Lạc Cầu Giai Phạm Yên Mỹ Hưng Yên,258,1
258/12.jpg,Tổ 9 Trần Phú Hoàng Mai Hà Nội,258,1
258/13.jpg,Xóm 7 Xuân Lâm Nam Đàn Nghệ An,258,1
258/14.jpg,Xuân Thanh Tp Long Khánh Đồng Nai,258,1
258/15.jpg,Chánh Thuận Chánh Hội Mang Thít Vĩnh Long,258,1
258/16.jpg,Vạn Thắng H Ba Vì Tp Hà Nội,258,1
258/17.jpg,Lương Sơn Tp Thái Nguyên Thái Nguyên,258,1
258/18.jpg,Thôn Tân Hoà Xuân Sơn Nam Đồng Xuân Phú Yên,258,1
258/19.jpg,Cẩm Phương Tản Lĩnh Ba Vì Hà Nội,258,1
258/20.jpg,Thanh Sơn Trung Chính Nông Cống Thanh Hoá,258,1
258/21.jpg,Nghĩa Thương Tư Nghĩa Quảng Ngãi,258,1
258/22.jpg,886 Phước Thành Phước Thạnh Châu Thành Bến Tre,258,1
258/23.jpg,Thôn Minh Đức Minh Lộc Hậu Lộc Thanh Hoá,258,1
258/24.jpg,Ấp Hiệp Trung Mỹ Hiệp Sơn Hòn Đất Kiên Giang,258,1
258/25.jpg,Đông La Hoài Đức Hà Nội,258,1
258/26.jpg,Cổ Nhuế 2 Bắc Từ Liêm Hà Nội,258,1
299/0.jpg,Tổ 6 Ấp Cữu Hoà Thân Cửu Nghĩa Châu Thành Tiền Giang,299,2
299/1.jpg,An Lộng 6 Quỳnh Hoàng Quỳnh Phụ Thái Bình,299,2
299/2.jpg,Thôn Hoà Thái Thịnh Tràng An Bình Lục Hà Nam,299,2
299/3.jpg,538 Ấp 3 Đạo Thạnh Mỹ Tho Tiền Giang,299,2
299/4.jpg,Phường 3 Tp Cà Mau Cà Mau,299,2
299/5.jpg,Thôn Ngọc Xuyên Đại Bái Gia Bình Bắc Ninh,299,2
299/6.jpg,Cam Tuyền Cam Lộ Quảng Trị,299,2
299/7.jpg,Xóm 9 Đông Lao Đông La Hoài Đức Hà Nội,299,2
299/8.jpg,387/63 Xô Viết Nghệ Tĩnh P78 Bình Thạnh Tp Hồ Chí Minh,299,2
299/9.jpg,659/73 Lạc Long Quân Phường 9 Tân Bình Tp Hồ Chí Minh,299,2
299/10.jpg,Tiến Thuỷ Quỳnh Lưu Nghệ An,299,2
299/11.jpg,Hoá Quỳ Như Xuân Thanh Hoá,299,2
299/12.jpg,Hà Bình Hà Trung Thanh Hoá,299,2
299/13.jpg,79 Hàng Chiếu Đồng Xuân Hoàn Kiếm Hà Nội,299,2
299/14.jpg,Tổ 56 Khuê Mỹ Ngũ Hành Sơn Đà Nẵng,299,2
299/15.jpg,Tổ 9a Thị Trấn Bằng Lũng Chợ Đồn Bắc Kạn,299,2
299/16.jpg,Yên Phong Ý Yên Nam Định,299,2
299/17.jpg,Xóm Văn Trường Sơn Phú Định Hoá Thái Nguyên,299,2
299/18.jpg,Tổ Dân Phố 57 Lộc Thọ Thành Phố Nha Trang Khánh Hoà,299,2
299/19.jpg,Phong Thạnh Tây Giá Rai Bạc Liêu,299,2
299/20.jpg,Ấp 2 Tân Quới Trung Vũng Liêm Vĩnh Long,299,2
299/21.jpg,Tổ 24 Mỹ An Ngũ Hành Sơn Đà Nẵng,299,2
